Company Name,Sector,Stage,Amount,Location,Funding Year,Founded,Investor
Blueleaf Cyberspace Systems,"Internet, Software",Seed,,Bangalore,2018,,
Toffee,—,Seed,1500000.0,Gurgaon,2018,,
ORO Wealth,—,Series A,1600000.0,Mumbai,2018,,
HealWell24,"Dental, Elder Care, Health Care, Home Health Care, Personal Health",Seed,200000.0,Mumbai,2018,,
Acko General Insurance,"Financial Services, Insurance, Private Social Networking",Series A,12000000.0,Mumbai,2018,,
arzooo.com,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",Seed,180000.0,Bangalore,2018,,
Bonphul Air Products,CleanTech,Angel,240000.0,Delhi,2018,,
DheeYantra Research Labs,Artificial Intelligence,Seed,,Bangalore,2018,,
Edyoo,Education,Seed,1000000.0,Bengaluru,2018,,
Chtrbox,"Advertising, Internet, Marketing",Angel,120000.0,Mumbai,2018,,
Aashiyaan Housing and Development Finance,Financial Services,Seed,1620000.0,Kolkata,2018,,
BetterPlace Safety Solutions Pvt. Ltd.,"Human Resources, Security, Training",Series A,3000000.0,Bangalore City,2018,,
Cashkumar,"Consumer Lending, Finance, FinTech",Seed,600000.0,Bengaluru,2018,,
Rocketium,"Marketing, Social Media, Video",Seed,240000.0,Bangalore,2018,,
FreightBazaar,Transportation,Seed,,Hyderabad,2018,,
OPEN,Banking,Seed,,Bangalore,2018,,
mfine,"Health Care, Hospital",Series A,4200000.0,Bengaluru,2018,,
Earth Food,"Food and Beverage, Food Processing",Seed,768000.0,Pune,2018,,
Charcoal Eats,Food Processing,Seed,600000.0,Mumbai,2018,,
Wishfie,Apps,Seed,,Bangalore,2018,,
The Social Hook,Marketing,Seed,,Bengaluru,2018,,
FreightBro,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",Seed,,Mumbai,2018,,
Finwego,—,Seed,,Chennai,2018,,
Cricnwin,"Digital Entertainment, Fantasy Sports, Gaming, Sports",Seed,,Gurgaon,2018,,
Wicked Ride Adventure Services Private Limited,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",Venture - Series Unknown,10000000.0,Bangalore,2018,,
Career Anna,"Commercial, E-Learning, Education",Seed,480000.0,Bangalore,2018,,
ERUDITUS Executive Education,"Continuing Education, EdTech, Education, Skill Assessment",Series C,40000000.0,Mumbai,2018,,
Gaia Smart Cities,"Smart Cities, Telecommunications",Seed,,Mumbai,2018,,
Square Off,"Internet of Things, Robotics",Seed,1100000.0,Mumbai,2018,,
UrbanClap,"Apps, Home Services, Information Services, Information Technology",Series D,50000000.0,Delhi,2018,,
Hospals,"Medical, Tourism",Seed,1500000.0,New Delhi,2018,,
Kogta Financial India Limited,Financial Services,Series B,18480000.0,Jaipur,2018,,
Perspectico,"Career Planning, Education, Internet",Seed,,New Delhi,2018,,
The Souled Store,"Fashion, Graphic Design, Wearables",Venture - Series Unknown,3000000.0,Mumbai,2018,,
Hush - Speak Up. Make Work Better,"Communities, Leisure, Mobile Apps, Software",Seed,540000.0,Bangalore,2018,,
Drivezy,"Automotive, Rental, Sharing Economy",Debt Financing,100000000.0,Bengaluru,2018,,
Freyr Energy,"Energy, Environmental Consulting, Renewable Energy, Solar",Series A,1500000.0,Hyderabad,2018,,
NIRAMAI Health Analytix,"Health Care, Hospital",Seed,6000000.0,Bangalore,2018,,
CloudSek,"Information Technology, SaaS, Security",Seed,1680000.0,Bengaluru,2018,,
Lendbox,"Crowdfunding, Financial Services, Internet",Seed,720000.0,Delhi,2018,,
Verloop,"Customer Service, Information Technology, Internet, Sales Automation",Series A,3000000.0,Bangalore,2018,,
Flickstree,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming",Seed,,Mumbai,2018,,
Paymatrix,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",Seed,100000.0,Hyderabad,2018,,
Idha Skin Clinic,"Beauty, Cosmetics, Health Care, Service Industry",Seed,60000.0,Bangalore City,2018,,
InCred,"Banking, Finance, Financial Services",Private Equity,41900000.0,Mumbai,2018,,
Vedantu,"EdTech, Education, Mobile, Tutoring",Series B,11000000.0,Bangalore,2018,,
Sportido,"Social Media, Sports",Seed,,Noida,2018,,
Stelis Biopharma,Biopharma,Series B,100000000.0,Bangalore,2018,,
Magicpin,"E-Commerce, E-Commerce Platforms, Retail",Series C,16920000.0,Gurgaon,2018,,
Try & Buy,"E-Commerce, Fashion, Shopping",Seed,,New Delhi,2018,,
Mech Mocha,"Digital Entertainment, Mobile, PC Games",Series B,3530000.0,Bangalore,2018,,
Aye Finance,"Finance, Financial Services, Small and Medium Businesses",Debt Financing,864000.0,Gurgaon,2018,,
Aldopay,Mobile Payments,Seed,200000.0,Chennai,2018,,
Detect Technologies,"Artificial Intelligence, Energy, Oil and Gas",Series A,3300000.0,Chennai,2018,,
Signzy,"Computer, FinTech, Risk Management, Software",Series A,2880000.0,Bangalore,2018,,
CashRich,"Apps, Financial Services, FinTech",Seed,1000000.0,Mumbai,2018,,
Cloudnine Hospitals,"Child Care, Health Care, Hospital, Medical, Women's",Private Equity,,Bangalore,2018,,
CropIn Technologies,"Agriculture, Mobile",Series B,6960000.0,Bengaluru,2018,,
Billdesk,"Finance, FinTech, Payments, Property Development, Rental",Venture - Series Unknown,,Ahmedabad,2018,,
Yaantra,"Information Services, Information Technology, Mobile, Software",Debt Financing,2000000.0,Delhi,2018,,
TECHBOOZE,Education,Seed,100000.0,New Delhi,2018,,
HealthifyMe,"Apps, Fitness, Health Care, mHealth",Series B,6000000.0,Bangalore,2018,,
hoi foods,"Food and Beverage, Food Delivery",Seed,432000.0,Gurgaon,2018,,
Perpule,"Apps, Payments, Retail",Series A,4080000.0,Bangalore,2018,,
Royal Sundaram General Insurance Co. Limited,"Health Insurance, Insurance, Life Insurance",Corporate Round,210000000.0,Kalpakkam,2018,,
CleanseCar,Automotive,Angel,420000.0,Bangalore,2018,,
DRIVEU,"Rental, Taxi Service, Travel",Venture - Series Unknown,840000.0,Bengaluru,2018,,
Spinny,"E-Commerce, E-Commerce Platforms, Internet, Retail",Series A,11000000.0,Gurgaon,2018,,
Asset Reconstruction Company (India) Ltd.,"Financial Services, Professional Services",Secondary Market,,Mumbai,2018,,
Med365 Healthcare,Health Diagnostics,Seed,600000.0,Jaipur,2018,,
Dunzo,"Customer Service, Messaging, Mobile Apps, Personalization",Debt Financing,840000.0,Bangalore,2018,,
Mobile Premier League (MPL),"Gaming, iOS, Sports",Series A,5000000.0,Bengaluru,2018,,
WalMart India,Retail,Venture - Series Unknown,37680000.0,Gurgaon,2018,,
Cred,—,Seed,,Bengaluru,2018,,
Meesho,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",Series C,50000000.0,Bangalore,2018,,
BhaskarGuru,Search Engine,Seed,1000000.0,Bhopal,2018,,
Gugu,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",Seed,250000.0,Coimbatore,2018,,
FarmTaaza,"Agriculture, Farmers Market, Farming",Series A,,Bengaluru,2018,,
Vizzbee,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",Pre-Seed,20000.0,Bhopal,2018,,
BIGPHI TECHNOLOGIES PVT. LTD.,Fashion,Angel,900000.0,Bangalore,2018,,
Mobycy,"Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",Angel,,Gurgaon,2018,,
Traveo Soft Pvt. Ltd.,"Mobile, Software, Travel",,14400.0,Bangalore,2018,,
Em Personal Care,Cosmetics,Seed,,Worli,2018,,
Lucideus,"Consulting, Cyber Security, Network Security",Venture - Series Unknown,5000000.0,New Delhi,2018,,
Eupheus Learning,"E-Learning, EdTech, Education",Seed,,Delhi,2018,,
GamingMonk,"eSports, Gaming, Video Games",Series A,480000.0,New Delhi,2018,,
Sukkhi Jewellery,"Fashion, Jewelry",Venture - Series Unknown,6120000.0,Mumbai,2018,,
INDwealth,Financial Services,Seed,26400000.0,Gurgaon,2018,,
Medikabazaar,"B2B, Medical Device",Series A,5000000.0,Mumbai,2018,,
NIRA,"Credit, Financial Services, FinTech, Lending",Seed,1000000.0,Bangalore,2018,,
Duroflex Pvt. Ltd.,"Consumer Goods, Manufacturing",Private Equity,22000000.0,Alleppey,2018,,
Clensta,"Biotechnology, Health Care, Wellness",Seed,,New Delhi,2018,,
Jetbrain Robotics,"Health Care, Hospital, Medical, Robotics",Seed,70000.0,Gurgaon,2018,,
Medimetry,Health Care,Seed,,Haryana,2018,,
Healthkart,"E-Commerce, Fitness, Health Care",Venture - Series Unknown,10000000.0,Gurgaon,2018,,
Indiabulls Ventures,"Financial Services, Venture Capital",Post-IPO Equity,184704000.0,Mumbai,2018,,
Vistara,Aerospace,Private Equity,240000000.0,Haryana,2018,,
ClearTax,"Accounting, Apps, FinTech",Series B,48000000.0,New Delhi,2018,,
Shuttl,"Apps, Mobile, Transportation",Debt Financing,1000000.0,Gurgaon,2018,,
GuruQ,Reading Apps,Seed,300000.0,New Delhi,2018,,
Azure Power,"Energy, Renewable Energy, Solar",Post-IPO Equity,185000000.0,New Delhi,2018,,
Cube,"Banking, Financial Services, FinTech",Series A,1680000.0,Mumbai,2018,,
RAHI Care,"Health Care, Hospital",Venture - Series Unknown,,Chandigarh,2018,,
Mynvax,Biotechnology,Angel,,Bangalore,2018,,
Loans4SME,Financial Services,Seed,,Mumbai,2018,,
UpCyclersLab,"Apps, Education, Retail",Seed,,Mumbai,2018,,
Cellerite Systems,Electric Vehicle,Seed,,Hyderabad,2018,,
Taru Naturals,"Agriculture, Farming",Seed,,Mumbai,2018,,
LetsMD,"Fitness, Health Care, Wellness",Seed,1000000.0,New Delhi,2018,,
Twenty Two Motors,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",Corporate Round,65000000.0,Haryana,2018,,
Truebil,"Automotive, E-Commerce, Marketplace",Series A,2000000.0,Mumbai,2018,,
FarmersFZ,Agriculture,Seed,,Kochi,2018,,
Worxogo,Information Technology,Series A,1980000.0,Bangalore,2018,,
Vivish Technologies (myGate),"Apps, Information Services, Information Technology",Series A,7800000.0,Bengaluru,2018,,
Singularity Dynamics,Artificial Intelligence,Seed,,Bengaluru,2018,,
Virtual MetalStreet(MetalStreet),"B2B, Marketplace",Angel,700000.0,Bengaluru,2018,,
Veritas Finance,Financial Services,Venture - Series Unknown,30000000.0,Guindy,2018,,
Manjushree Technopack,Packaging Services,Private Equity,,Bangalore,2018,,
GoZefo,"Computer, Furniture, Software",Venture - Series Unknown,2520000.0,Bangalore,2018,,
Zomato,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",Secondary Market,210000000.0,Gurgaon,2018,,
Innov8 Coworking,"Collaboration, Communities, Coworking, Real Estate",Seed,4000000.0,New Delhi,2018,,
RevFin,"Accounting, Banking, Finance",Seed,,Delhi,2018,,
Lavelle Networks,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",Venture - Series Unknown,240000.0,Bengaluru,2018,,
Blackbuck,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",Series D,24355200.0,Bengaluru,2018,,
Cardekho,"Automotive, E-Commerce, Information Services",Series C,75000000.0,Gurgaon,2018,,
ElasticRun,"Delivery, Logistics, Transportation",Series B,7200000.0,Pune,2018,,
Droom Technology Private Limited,"Automotive, E-Commerce Platforms, Marketplace",Series E,30000000.0,Gurgaon,2018,,
Vogo Rentals,"Last Mile Transportation, Railroad, Transportation, Travel",Debt Financing,960000.0,Kormangala,2018,,
InnerChef,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",Venture - Series Unknown,1760000.0,Gurgaon,2018,,
LivQuik,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",Corporate Round,2700000.0,Mumbai,2018,,
Disprz,"E-Learning, Education",Debt Financing,400000.0,Chennai,2018,,
9stacks,"Online Games, Software",Series A,3360000.0,Delhi,2018,,
Origo,—,Venture - Series Unknown,9600000.0,Gurgaon,2018,,
YourOwnROOM,"Online Portals, Property Management, Rental",Seed,750000.0,Bangalore,2018,,
Vahdam Teas,"E-Commerce, Food and Beverage, Tea",Series B,2500000.0,New Delhi,2018,,
Spoofin,"Music, Social Network, Video",Venture - Series Unknown,,New Delhi,2018,,
Strom Motors,Automotive,Angel,,Mumbai,2018,,
PharmEasy,"Health Care, Pharmaceutical, Wellness",Series C,80000000.0,Mumbai,2018,,
Licious,"Delivery Service, Food and Beverage, Food Delivery",Series C,25000000.0,Bengaluru,2018,,
Stanza Living,"Hospitality, Information Technology, Travel Accommodations",Venture - Series Unknown,8760000.0,New Delhi,2018,,
docturnal,"Biotechnology, Diabetes, Health Care",Seed,,Hyderabad,2018,,
Bounce (Metro Bikes),"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",Debt Financing,3000000.0,Bangalore,2018,,
Technology 9 Labs (T9L),Information Technology,Corporate Round,,New Delhi,2018,,
Goals101,Financial Services,Seed,3500000.0,Delhi,2018,,
Satya MicroCapital,"Finance, Financial Exchanges, Financial Services, Micro Lending",Venture - Series Unknown,4800000.0,New Delhi,2018,,
Ummeed Housing Finance Private Limited,"Finance, Financial Services",Series C,7200000.0,Haryana,2018,,
StockEdge,"Analytics, Apps, Market Research",Seed,1100000.0,Kolkata,2018,,
Sequretek,—,Venture - Series Unknown,3700000.0,Mumbai,2018,,
Avenues Payments India Pvt. Ltd.,—,Corporate Round,1300000.0,Mumbai,2018,,
Qbera,"Finance, Financial Services",Venture - Series Unknown,1680000.0,Bangalore,2018,,
Urban Ladder,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",Debt Financing,5600000.0,Bangalore,2018,,
Planet11 eCommerce Solutions India (Avenue11),—,Corporate Round,3120000.0,Bengaluru,2018,,
DailyNinja,"Apps, Mobile, Mobile Apps, Software",Series A,,Bengaluru,2018,,
Iba Halal Care,—,Series A,1800000.0,Ahmedabad,2018,,
Knocksense,"News, Publishing, Social Media",Seed,,Lucknow,2018,,
Togedr,—,Venture - Series Unknown,,Gurgaon,2018,,
Parkwheels,"Industrial, Industrial Automation",Seed,144000.0,Haryana,2018,,
ShareChat,"Internet, Mobile Apps, Social Network",Series C,99230000.0,Bangalore,2018,,
Cyclops Medtech,"Health Care, Health Diagnostics, Internet of Things, Life Science, Machine Learning, Medical, Medical Device",Seed,1000000.0,Bangalore,2018,,
Livspace,"E-Commerce, Furniture, Interior Design",Series C,70000000.0,Bangalore,2018,,
NewsBytes,"Apps, Events, News",Seed,1000000.0,Gurgaon,2018,,
Leena AI,"Artificial Intelligence, Human Resources, Information Services, Information Technology",Seed,2000000.0,Gurgaon,2018,,
Max Healthcare,"Health Care, Hospital, Supply Chain Management",Corporate Round,,New Delhi,2018,,
GoBolt,"Logistics, Railroad, Transportation",Venture - Series Unknown,4800000.0,New Delhi,2018,,
GoGaga,"Dating, Private Social Networking",Non-equity Assistance,40000.0,Bangalore City,2018,,
Mate Labs,"Artificial Intelligence, Machine Learning, PaaS",Seed,550000.0,Bangalore,2018,,
Furlenco,"Consumer, Furniture, Home Decor, Home Improvement",Series C,,Bangalore,2018,,
Ola,"Apps, E-Commerce, Internet, Mobile, Ride Sharing, Transportation",Venture - Series Unknown,50000000.0,Kormangala,2018,,
DocPrime,"Health Care, Health Insurance",Funding Round,50000000.0,Haryana,2018,,
CLP India Pvt. Ltd.,"Energy, Natural Resources",Private Equity,365000000.0,Mumbai,2018,,
Xplorabox,"E-Commerce, Education, Health Care",Seed,,Noida,2018,,
Myra,"Apps, Health Care, Pharmaceutical",Venture - Series Unknown,105000.0,Bangalore,2018,,
Vokal,"Internet, Knowledge Management",Series A,1500000.0,Bengaluru,2018,,
Kissht,"Credit, Finance, FinTech, Lending, Sales Automation",Series C,30000000.0,Mumbai,2018,,
Upwards Fintech,"Banking, Financial Services, Internet",Series A,5000000.0,Mumbai,2018,,
Bon(Bonfleet Solutions),"Financial Services, FinTech",Seed,936000.0,Pune,2018,,
Mamaearth,"E-Commerce, Health Care, Retail",Series A,4000000.0,Gurgaon,2018,,
BabyChakra,"Child Care, Information Technology",Series B,,Mumbai,2018,,
Belstar Investment and Finance Private Limited,"Financial Services, Micro Lending",Venture - Series Unknown,28000000.0,Chennai,2018,,
Naaptol,"E-Commerce, Retail, Shopping",Venture - Series Unknown,15000000.0,Mumbai,2018,,
Moonshine Meadery,Food and Beverage,Seed,,Pune,2018,,
Verzeo,E-Learning,Series A,5000000.0,Bangalore,2018,,
Haazri,"Food and Beverage, Snack Food, Tea",Seed,150000.0,Mumbai,2018,,
Connect India,"Delivery Service, E-Commerce, Logistics",Angel,,New Delhi,2018,,
Flyrobe,"Fashion, Lifestyle, Rental",Series B,3168000.0,Mumbai,2018,,
Scholify,—,Pre-Seed,,Bengaluru,2018,,
Dream11,"Fantasy Sports, Mobile, Sports",Series D,100000000.0,Mumbai,2018,,
srJna,Education,Seed,,Jaipur,2018,,
Nykaa,"Beauty, Fashion, Wellness",Secondary Market,13560000.0,Mumbai,2018,,
Chaayos,"Food and Beverage, Restaurants, Tea",Series B,9720000.0,New Delhi,2018,,
Heelium,"Fitness, Sporting Goods, Sports",Seed,,Pune,2018,,
LT Foods,"Food and Beverage, Food Processing, Manufacturing",Post-IPO Equity,16800000.0,New Delhi,2018,,
Multibashi,"E-Learning, Internet",Seed,120000.0,Bengaluru,2018,,
Cleardekho,"Eyewear, Internet",Venture - Series Unknown,,Ghaziabad,2018,,
Dailyhunt,"Information Technology, Mobile, News, Operating Systems, Social Media, Social News",Series E,6000000.0,Bangalore,2018,,
SlicePay,"FinTech, Internet, Payments, Service Industry",Series A,14900000.0,Bengaluru,2018,,
Udaan,"B2B, Business Development, Internet, Marketplace",Series C,225000000.0,Bangalore,2018,,
Happyeasygo Group,"Tourism, Travel",Series A,,Haryana,2018,,
Mombay,"Food and Beverage, Food Delivery, Internet",Seed,7500.0,Mumbai,2018,,
Droni Tech,Information Technology,Seed,420000.0,Mumbai,2018,,
Netmeds,"Biotechnology, Health Care, Pharmaceutical",Series C,35000000.0,Chennai,2018,,
Bombay Shaving,Ecommerce,,6300000.0,,2019,,Sixth Sense Ventures
Ruangguru,Edtech,Series C,150000000.0,Mumbai,2019,2014.0,General Atlantic
Eduisfun,Edtech,Fresh funding,28000000.0,Mumbai,2019,,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey"
HomeLane,Interior design,Series D,30000000.0,Chennai,2019,2014.0,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
Nu Genes,AgriTech,,6000000.0,Telangana,2019,2004.0,Innovation in Food and Agriculture (IFA)
FlytBase,Technology,,,Pune,2019,,Undisclosed
Finly,SaaS,,,Bangalore,2019,,"Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog."
Kratikal,Technology,Pre series A,1000000.0,Noida,2019,2013.0,"Gilda VC, Art Venture, Rajeev Chitrabhanu."
Quantiphi,AI & Tech,Series A,20000000.0,,2019,,Multiples Alternate Asset Management
Lenskart,E-commerce,Series G,275000000.0,Delhi,2019,2010.0,SoftBank
Cub McPaws,E-commerce & AR,,,Mumbai,2019,2010.0,Venture Catalysts
Appnomic,SaaS,,22000000.0,Bangalore,2019,,Avataar Ventures
Kaleidofin,Fintech,Series A,5000000.0,Chennai,2019,2018.0,Oikocredit
JobSquare,HR tech,,140500.0,Ahmedabad,2019,2019.0,Titan Capital
Open Secret,Food tech,,,,2019,,Matrix Partners
LivFin,Fintech,,5000000.0,Delhi,2019,2017.0,German development finance institution DEG
Byju's,Edtech,,540000000.0,,2019,2011.0,"South Africa’s Naspers Ventures, the CPP Investment Board"
Zest Money,Fintech,Series B,15000000.0,Bangalore,2019,2015.0,Goldman Sachs.
Witblox,Edtech,,182700.0,,2019,2014.0,Mumbai Angels Network
Azah Personal Care Pvt. Ltd.,Health,Pre series A,,Gurugram,2019,2018.0,"Kunal Bahl, Rohit Bansal."
SalaryFits,Fintech,,5000000.0,,2019,2015.0,Brazilian VC Fund Confrapar
Pristyn Care,Healthcare,Series B,12000000.0,,2019,2018.0,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList."
Springboard,Edtech,Post series A,11000000.0,,2019,2013.0,Reach Capital
DROR Labs Pvt. Ltd,Safety tech,,,Delhi,2019,2018.0,Inflection Point Ventures
Medlife,Pharmaceutical,,15500000.0,Bangalore,2019,2014.0,Wilson Global Opportunities Fund
Seekify,SaaS,Seed funding,1500000.0,Delhi,2019,2019.0,Sequoia Capita
Toffee Insurance,Insurance technology,Series A,5500000.0,Haryana,2019,2017.0,IVM Intersurer
Fireflies .ai,AI,,5000000.0,,2019,,Canaan Partners
HungerBox,Foodtech,Series C,12000000.0,Bangalore,2019,2015.0,"Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux."
Bijak,AgriTech,Seed fund,2500000.0,,2019,2019.0,"Omnivore and Omidyar Network India, Sequoia Capital"
Licious,Food,Series E,30000000.0,Bangalore,2019,,Vertex Growth Fund
truMe,IoT,,140000.0,,2019,,Rajan Kaistha
Pumpkart,E-marketplace,,,Chandigarh,2019,2014.0,Dinesh Dua
